text,sentiment,set
"কইছে আপনারে,কিসু হইলেই পুরুষতন্রের খেতা পুড়ান।তনু এজন্য হয়নাই যে সে একজন নারী।তনু হত্যা হয়েছে কারণ তার উপর কারও উদ্দেশ্য পুরণের ইচ্ছা ছিলো,বা অন্য কোন গুপ্ত প্ল্যান।আর যে খুন করেছে,সে পুরুষতান্ত্রিক সমাজের পুরুষ না,নারীতান্ত্রিক নারীও না,কারো সন্তানও না,তার পরিচয় সে এখন খুনি।কিছু হইলেই পুরুষ নারী পুন্দাপুন্দি আর কত?",disgust,train
"ইভটিজিং বন্ধ করতে আরও কঠোর আইনানুগ ব্যবস্থা নেওয়া উচিত সরকারকে, না হলে নারী শুধু নারী বলেই অবহেলিত হবে, তাদেরকে সারা জীবন আড় চোখেই দেখা হবে, মন্তব্য করা হবে, সমালোচনার পাত্রী করা হবে। আর কত অপমানিত করলে ""মা"" নামক মধুর শব্দটি ধ্বংস হবে, বলতে পারেন?",sad,train
"যারা মিথ্যা পরিচয়ে ফেসবুক চালায়, তাদের নিয়ে আপনার মতামত কি?",angry,train
কোরআন দিয়েই ধর্ষন হত্যা রাহাজানি ইত্যাদি বন্ধ করা সম্ভব অন্যথায় নয় |,fear,train
নৈতিকতার উন্নতি ছাড়া সবই ব্যর্থ হবে।,sad,train
আমার ফেমিলি ও এদের শিকার,angry,train
"আওয়ামী লিগের স্বা`থ যেখানেই আছে, সেখানে ন্যায় বিচার তো দূরে থাক, তদন্তও হবে না। যেমন করে দিয়ে মালু হিন্দুর বাচ্চা ডাক্তার কে ময়না তদন্ত সম্পু`ন রুপে বদলে দিলো??? তার পরে তদন্তের নামে তনুর পরিবার কে থ্রেট করে করে মুখই এখন বন্ধ করে দিয়েছে, আর কি বাকি আছে???",fear,train
আমাদের দেশে যে বিচারহীনতার অপসংস্কৃতি সৃষ্টি হইয়েছে তা থেকে এসব অপরাধের সংখ্যা দিন দিন বৃদ্ধি পাচ্ছে।তাই প্রথমে বিচার বিভাগকে এ থেকে বেড়িয়ে আসতে হবে।তাহলে অপরাধি অপরাধ করার সাহস পাবেনা।,sad,train
আসলে যে নারী ছাড়া পুরুষ এক পাও এগুতে পারে না তাদের প্রতি কেন এতো অবিচার।,sad,train
"খুনিদের ধরা হচেছ না কেন?কারা কারা এর সাথে জড়িত,তাদের সবাই কে ধরে এনে বিচারের মুখোমুখি করা হক।নাকি এটাও সাগর রুনি মত এই ধরছি এই ধরা হবে,লোক দেখানো মুখের বুলি ছাড়া আর কিছুই নয়।",surprise,train
